timestamp,runtime,model_accuracy,precision_0,precision_1,recall_0,recall_1,n_estimators,criterion,change_message
2024-01-08 20:58:42.522575,0.3763501644134521,0.8235294117647058,0.7272727272727273,0.85,0.5714285714285714,0.918918918918919,500,gini,initial tracking run
2024-01-08 20:59:12.624618,0.5292258262634277,0.7647058823529411,0.5714285714285714,0.8378378378378378,0.5714285714285714,0.8378378378378378,800,gini,increased n_estimators to 800
2024-01-09 10:41:11.034870,0.616865873336792,0.7843137254901961,0.6363636363636364,0.825,0.5,0.8918918918918919,1000,gini,changed n_estimators to match combined
2024-01-09 10:41:45.747162,0.6303811073303223,0.8235294117647058,0.7272727272727273,0.85,0.5714285714285714,0.918918918918919,1000,gini,"no changes, another run"
